p:(0.593242,0.482821),h:1,n:84,cr:0.114292;
p:(0.792699,0.744916),h:0,n:0,cr:0;
p:(0.797365,0.746904),h:0,n:0,cr:0;
p:(0.797518,0.759455),h:0,n:0,cr:0;
p:(0.788098,0.760622),h:0,n:0,cr:0;
p:(0.810857,0.732375),h:0,n:0,cr:0;
p:(0.776352,0.745098),h:0,n:0,cr:0;
p:(0.781277,0.747423),h:0,n:0,cr:0;
p:(0.771917,0.765204),h:0,n:0,cr:0;
p:(0.775738,0.786741),h:0,n:0,cr:0;
p:(0.773593,0.791695),h:0,n:0,cr:0;
p:(0.769843,0.787204),h:0,n:0,cr:0;
p:(0.779742,0.798299),h:0,n:0,cr:0;
p:(0.763763,0.799853),h:0,n:0,cr:0;
p:(0.77041,0.800421),h:0,n:0,cr:0;
p:(0.756447,0.79692),h:0,n:0,cr:0;
p:(0.773625,0.816862),h:0,n:0,cr:0;
p:(0.775206,0.818539),h:0,n:0,cr:0;
p:(0.77148,0.81875),h:0,n:0,cr:0;
p:(0.770705,0.807447),h:0,n:0,cr:0;
p:(0.739319,0.801506),h:0,n:0,cr:0;
p:(0.745516,0.807791),h:0,n:0,cr:0;
p:(0.741486,0.792148),h:0,n:0,cr:0;
p:(0.735836,0.812487),h:0,n:0,cr:0;
p:(0.719874,0.814127),h:0,n:0,cr:0;
p:(0.762627,0.82804),h:0,n:0,cr:0;
p:(0.755369,0.828889),h:0,n:0,cr:0;
p:(0.756884,0.821435),h:0,n:0,cr:0;
p:(0.746564,0.818877),h:0,n:0,cr:0;
p:(0.711405,0.832639),h:0,n:0,cr:0;
p:(0.70659,0.837068),h:0,n:0,cr:0;
p:(0.716327,0.844454),h:0,n:0,cr:0;
p:(0.717767,0.850731),h:0,n:0,cr:0;
p:(0.716589,0.859692),h:0,n:0,cr:0;
p:(0.714251,0.861123),h:0,n:0,cr:0;
p:(0.733586,0.843169),h:0,n:0,cr:0;
p:(0.728876,0.850877),h:0,n:0,cr:0;
p:(0.733369,0.858856),h:0,n:0,cr:0;
p:(0.735946,0.868942),h:0,n:0,cr:0;
p:(0.692831,0.827295),h:0,n:0,cr:0;
p:(0.697223,0.833202),h:0,n:0,cr:0;
p:(0.679389,0.828477),h:0,n:0,cr:0;
p:(0.700669,0.814776),h:0,n:0,cr:0;
p:(0.720649,0.77688),h:0,n:0,cr:0;
p:(0.717024,0.782984),h:0,n:0,cr:0;
p:(0.724981,0.770841),h:0,n:0,cr:0;
p:(0.729739,0.777791),h:0,n:0,cr:0;
p:(0.7098,0.77584),h:0,n:0,cr:0;
p:(0.740642,0.772071),h:0,n:0,cr:0;
p:(0.739321,0.77881),h:0,n:0,cr:0;
p:(0.738666,0.760856),h:0,n:0,cr:0;
p:(0.729194,0.753255),h:0,n:0,cr:0;
p:(0.698117,0.76441),h:0,n:0,cr:0;
p:(0.685024,0.770709),h:0,n:0,cr:0;
p:(0.703429,0.796606),h:0,n:0,cr:0;
p:(0.0487103,0.782179),h:0,n:0,cr:0;
p:(0.0503853,0.789298),h:0,n:0,cr:0;
p:(0.0406593,0.782658),h:0,n:0,cr:0;
p:(0.0376009,0.783735),h:0,n:0,cr:0;
p:(0.0531656,0.773891),h:0,n:0,cr:0;
p:(0.0476491,0.775825),h:0,n:0,cr:0;
p:(0.0578028,0.788777),h:0,n:0,cr:0;
p:(0.0658075,0.773936),h:0,n:0,cr:0;
p:(0.0715704,0.788002),h:0,n:0,cr:0;
p:(0.0447976,0.806061),h:0,n:0,cr:0;
p:(0.0463542,0.814457),h:0,n:0,cr:0;
p:(0.0552224,0.813556),h:0,n:0,cr:0;
p:(0.0556552,0.821911),h:0,n:0,cr:0;
p:(0.0115545,0.789818),h:0,n:0,cr:0;
p:(0.0151807,0.791473),h:0,n:0,cr:0;
p:(0.00302852,0.786283),h:0,n:0,cr:0;
p:(0.0125702,0.77803),h:0,n:0,cr:0;
p:(0.00969807,0.783624),h:0,n:0,cr:0;
p:(0.00122178,0.796489),h:0,n:0,cr:0;
p:(0.00733184,0.797723),h:0,n:0,cr:0;
p:(0.025904,0.78442),h:0,n:0,cr:0;
p:(0.0312041,0.786296),h:0,n:0,cr:0;
p:(0.0285493,0.77762),h:0,n:0,cr:0;
p:(0.0291046,0.758181),h:0,n:0,cr:0;
p:(0.0309072,0.761889),h:0,n:0,cr:0;
p:(0.0350416,0.751995),h:0,n:0,cr:0;
p:(0.0233431,0.76775),h:0,n:0,cr:0;
p:(0.0179765,0.767847),h:0,n:0,cr:0;
p:(0.0234548,0.7448),h:0,n:0,cr:0;
p:(0.0193584,0.749783),h:0,n:0,cr:0;
p:(0.0177049,0.740115),h:0,n:0,cr:0;
p:(0.0067285,0.756839),h:0,n:0,cr:0;
p:(0.0105943,0.758003),h:0,n:0,cr:0;
p:(0.000758202,0.752809),h:0,n:0,cr:0;
p:(0.0564277,0.741956),h:0,n:0,cr:0;
p:(0.0550742,0.745352),h:0,n:0,cr:0;
p:(0.0545379,0.730483),h:0,n:0,cr:0;
p:(0.0433006,0.735944),h:0,n:0,cr:0;
p:(0.069765,0.748487),h:0,n:0,cr:0;
p:(0.0680229,0.752877),h:0,n:0,cr:0;
p:(0.0614774,0.749062),h:0,n:0,cr:0;
p:(0.0775653,0.743959),h:0,n:0,cr:0;
p:(0.110448,0.72408),h:0,n:0,cr:0;
p:(0.11282,0.725841),h:0,n:0,cr:0;
p:(0.0943228,0.723284),h:0,n:0,cr:0;
p:(0.127051,0.729078),h:0,n:0,cr:0;
p:(0.136834,0.730373),h:0,n:0,cr:0;
p:(0.122079,0.710874),h:0,n:0,cr:0;
p:(0.102816,0.738725),h:0,n:0,cr:0;
p:(0.109733,0.739091),h:0,n:0,cr:0;
p:(0.104623,0.750615),h:0,n:0,cr:0;
p:(0.102892,0.756037),h:0,n:0,cr:0;
p:(0.0920254,0.755249),h:0,n:0,cr:0;
p:(0.142712,0.744521),h:0,n:0,cr:0;
p:(0.145927,0.751508),h:0,n:0,cr:0;
p:(0.134941,0.74699),h:0,n:0,cr:0;
p:(0.139322,0.748029),h:0,n:0,cr:0;
p:(0.121896,0.748124),h:0,n:0,cr:0;
p:(0.115796,0.748146),h:0,n:0,cr:0;
p:(0.0902916,0.772847),h:0,n:0,cr:0;
p:(0.0979529,0.781183),h:0,n:0,cr:0;
p:(0.0781482,0.773413),h:0,n:0,cr:0;
p:(0.102049,0.767031),h:0,n:0,cr:0;
p:(0.1078,0.789146),h:0,n:0,cr:0;
p:(0.105186,0.795599),h:0,n:0,cr:0;
p:(0.109379,0.77904),h:0,n:0,cr:0;
p:(0.126376,0.786141),h:0,n:0,cr:0;
p:(0.0808695,0.809533),h:0,n:0,cr:0;
p:(0.0873225,0.816191),h:0,n:0,cr:0;
p:(0.0772605,0.818916),h:0,n:0,cr:0;
p:(0.0797683,0.798765),h:0,n:0,cr:0;
p:(0.0723958,0.703198),h:0,n:0,cr:0;
p:(0.0727894,0.705925),h:0,n:0,cr:0;
p:(0.0765916,0.705977),h:0,n:0,cr:0;
p:(0.0751416,0.714958),h:0,n:0,cr:0;
p:(0.0835159,0.706242),h:0,n:0,cr:0;
p:(0.0562732,0.700752),h:0,n:0,cr:0;
p:(0.0474685,0.704553),h:0,n:0,cr:0;
p:(0.0569174,0.712169),h:0,n:0,cr:0;
p:(0.0535711,0.714305),h:0,n:0,cr:0;
p:(0.0344041,0.670569),h:0,n:0,cr:0;
p:(0.0344113,0.674744),h:0,n:0,cr:0;
p:(0.0218628,0.675476),h:0,n:0,cr:0;
p:(0.0454951,0.678261),h:0,n:0,cr:0;
p:(0.0637328,0.664405),h:0,n:0,cr:0;
p:(0.0113642,0.69728),h:0,n:0,cr:0;
p:(0.00912105,0.703814),h:0,n:0,cr:0;
p:(0.000990032,0.69424),h:0,n:0,cr:0;
p:(0.0233362,0.700637),h:0,n:0,cr:0;
p:(0.00494415,0.710521),h:0,n:0,cr:0;
p:(0.00699694,0.725319),h:0,n:0,cr:0;
p:(0.00136842,0.734618),h:0,n:0,cr:0;
p:(0.00973977,0.665637),h:0,n:0,cr:0;
p:(0.0109437,0.669406),h:0,n:0,cr:0;
p:(0.00370977,0.66428),h:0,n:0,cr:0;
p:(0.0150466,0.668914),h:0,n:0,cr:0;
p:(0.00108518,0.649261),h:0,n:0,cr:0;
p:(0.123644,0.379301),h:0,n:0,cr:0;
p:(0.122908,0.380098),h:0,n:0,cr:0;
p:(0.128296,0.383825),h:0,n:0,cr:0;
p:(0.121254,0.388761),h:0,n:0,cr:0;
p:(0.134937,0.375556),h:0,n:0,cr:0;
p:(0.130454,0.398073),h:0,n:0,cr:0;
p:(0.124939,0.361044),h:0,n:0,cr:0;
p:(0.128423,0.363773),h:0,n:0,cr:0;
p:(0.113687,0.370528),h:0,n:0,cr:0;
p:(0.108878,0.374191),h:0,n:0,cr:0;
p:(0.0974777,0.364502),h:0,n:0,cr:0;
p:(0.104342,0.400219),h:0,n:0,cr:0;
p:(0.110628,0.344811),h:0,n:0,cr:0;
p:(0.109234,0.349748),h:0,n:0,cr:0;
p:(0.114572,0.354813),h:0,n:0,cr:0;
p:(0.0902865,0.348496),h:0,n:0,cr:0;
p:(0.0693366,0.371163),h:0,n:0,cr:0;
p:(0.0684591,0.372159),h:0,n:0,cr:0;
p:(0.0698287,0.375038),h:0,n:0,cr:0;
p:(0.0652967,0.373157),h:0,n:0,cr:0;
p:(0.0683679,0.362789),h:0,n:0,cr:0;
p:(0.0576738,0.371211),h:0,n:0,cr:0;
p:(0.0576014,0.38263),h:0,n:0,cr:0;
p:(0.0676089,0.394926),h:0,n:0,cr:0;
p:(0.0695299,0.397264),h:0,n:0,cr:0;
p:(0.0753239,0.397421),h:0,n:0,cr:0;
p:(0.0643226,0.407549),h:0,n:0,cr:0;
p:(0.075627,0.384734),h:0,n:0,cr:0;
p:(0.0835098,0.400744),h:0,n:0,cr:0;
p:(0.0873609,0.40217),h:0,n:0,cr:0;
p:(0.141225,0.313342),h:0,n:0,cr:0;
p:(0.141322,0.315362),h:0,n:0,cr:0;
p:(0.140375,0.304489),h:0,n:0,cr:0;
p:(0.143583,0.326637),h:0,n:0,cr:0;
p:(0.150677,0.327601),h:0,n:0,cr:0;
p:(0.128312,0.300508),h:0,n:0,cr:0;
p:(0.133765,0.30313),h:0,n:0,cr:0;
p:(0.127824,0.308007),h:0,n:0,cr:0;
p:(0.0965714,0.311124),h:0,n:0,cr:0;
p:(0.0984363,0.315033),h:0,n:0,cr:0;
p:(0.116105,0.323449),h:0,n:0,cr:0;
p:(0.129561,0.323918),h:0,n:0,cr:0;
p:(0.127997,0.268842),h:0,n:0,cr:0;
p:(0.131358,0.275939),h:0,n:0,cr:0;
p:(0.11722,0.269229),h:0,n:0,cr:0;
p:(0.113166,0.274741),h:0,n:0,cr:0;
p:(0.117297,0.282643),h:0,n:0,cr:0;
p:(0.114887,0.288858),h:0,n:0,cr:0;
p:(0.102942,0.282967),h:0,n:0,cr:0;
p:(0.14913,0.276252),h:0,n:0,cr:0;
p:(0.149962,0.282979),h:0,n:0,cr:0;
p:(0.148778,0.261536),h:0,n:0,cr:0;
p:(0.157577,0.292952),h:0,n:0,cr:0;
p:(0.149922,0.294901),h:0,n:0,cr:0;
p:(0.165528,0.28755),h:0,n:0,cr:0;
p:(0.168119,0.270069),h:0,n:0,cr:0;
p:(0.168376,0.27549),h:0,n:0,cr:0;
p:(0.0203949,0.293603),h:0,n:0,cr:0;
p:(0.0207114,0.288449),h:0,n:0,cr:0;
p:(0.0114437,0.296466),h:0,n:0,cr:0;
p:(0.00792968,0.287355),h:0,n:0,cr:0;
p:(0.0101007,0.309701),h:0,n:0,cr:0;
p:(0.0108374,0.31522),h:0,n:0,cr:0;
p:(0.00467617,0.307781),h:0,n:0,cr:0;
p:(0.0169829,0.30811),h:0,n:0,cr:0;
p:(0.0383078,0.295913),h:0,n:0,cr:0;
p:(0.0439487,0.300339),h:0,n:0,cr:0;
p:(0.039161,0.287024),h:0,n:0,cr:0;
p:(0.0486044,0.288685),h:0,n:0,cr:0;
p:(0.0256643,0.27097),h:0,n:0,cr:0;
p:(0.00590536,0.272254),h:0,n:0,cr:0;
p:(0.0601753,0.274272),h:0,n:0,cr:0;
p:(0.0450569,0.275577),h:0,n:0,cr:0;
p:(0.0552495,0.317587),h:0,n:0,cr:0;
p:(0.0623533,0.326724),h:0,n:0,cr:0;
p:(0.0709913,0.318448),h:0,n:0,cr:0;
p:(0.0630384,0.345823),h:0,n:0,cr:0;
p:(0.00866287,0.3414),h:0,n:0,cr:0;
p:(0.0112397,0.343048),h:0,n:0,cr:0;
p:(0.000665491,0.346566),h:0,n:0,cr:0;
p:(0.0067562,0.33188),h:0,n:0,cr:0;
p:(0.0188668,0.342762),h:0,n:0,cr:0;
p:(0.0121181,0.354265),h:0,n:0,cr:0;
p:(0.0148471,0.355847),h:0,n:0,cr:0;
p:(0.0145355,0.350269),h:0,n:0,cr:0;
p:(0.0228425,0.33262),h:0,n:0,cr:0;
p:(0.0249615,0.335463),h:0,n:0,cr:0;
p:(0.017365,0.33193),h:0,n:0,cr:0;
p:(0.0212624,0.325168),h:0,n:0,cr:0;
p:(0.042116,0.347813),h:0,n:0,cr:0;
p:(0.0323847,0.353648),h:0,n:0,cr:0;
p:(0.0448753,0.335212),h:0,n:0,cr:0;
p:(0.0137842,0.371),h:0,n:0,cr:0;
p:(0.017476,0.371133),h:0,n:0,cr:0;
p:(0.008334,0.373881),h:0,n:0,cr:0;
p:(0.0317822,0.369695),h:0,n:0,cr:0;
p:(0.0280403,0.374671),h:0,n:0,cr:0;
p:(0.375644,0.627446),h:0,n:0,cr:0;
p:(0.379038,0.628943),h:0,n:0,cr:0;
p:(0.37853,0.62141),h:0,n:0,cr:0;
p:(0.367127,0.638501),h:0,n:0,cr:0;
p:(0.376093,0.645833),h:0,n:0,cr:0;
p:(0.376403,0.612501),h:0,n:0,cr:0;
p:(0.385724,0.615293),h:0,n:0,cr:0;
p:(0.396039,0.623778),h:0,n:0,cr:0;
p:(0.388321,0.63152),h:0,n:0,cr:0;
p:(0.354007,0.613811),h:0,n:0,cr:0;
p:(0.3488,0.619367),h:0,n:0,cr:0;
p:(0.356905,0.628242),h:0,n:0,cr:0;
p:(0.364541,0.628245),h:0,n:0,cr:0;
p:(0.423268,0.599064),h:0,n:0,cr:0;
p:(0.424407,0.60386),h:0,n:0,cr:0;
p:(0.417135,0.607569),h:0,n:0,cr:0;
p:(0.430878,0.628446),h:0,n:0,cr:0;
p:(0.422494,0.633265),h:0,n:0,cr:0;
p:(0.440662,0.632944),h:0,n:0,cr:0;
p:(0.452277,0.581565),h:0,n:0,cr:0;
p:(0.445126,0.582758),h:0,n:0,cr:0;
p:(0.438163,0.57672),h:0,n:0,cr:0;
p:(0.368092,0.559703),h:0,n:0,cr:0;
p:(0.368486,0.568664),h:0,n:0,cr:0;
p:(0.357682,0.566077),h:0,n:0,cr:0;
p:(0.466815,0.683796),h:0,n:0,cr:0;
p:(0.472736,0.689584),h:0,n:0,cr:0;
p:(0.458012,0.68025),h:0,n:0,cr:0;
p:(0.451743,0.691362),h:0,n:0,cr:0;
p:(0.445579,0.697445),h:0,n:0,cr:0;
p:(0.45993,0.698603),h:0,n:0,cr:0;
p:(0.464119,0.713269),h:0,n:0,cr:0;
p:(0.451713,0.721913),h:0,n:0,cr:0;
p:(0.432782,0.674933),h:0,n:0,cr:0;
p:(0.436416,0.675345),h:0,n:0,cr:0;
p:(0.434562,0.682253),h:0,n:0,cr:0;
p:(0.429864,0.682505),h:0,n:0,cr:0;
p:(0.436496,0.698774),h:0,n:0,cr:0;
p:(0.439983,0.705471),h:0,n:0,cr:0;
p:(0.434938,0.655545),h:0,n:0,cr:0;
p:(0.406483,0.667262),h:0,n:0,cr:0;
p:(0.402886,0.670426),h:0,n:0,cr:0;
p:(0.41332,0.684201),h:0,n:0,cr:0;
p:(0.394494,0.683531),h:0,n:0,cr:0;
p:(0.401432,0.686202),h:0,n:0,cr:0;
p:(0.382306,0.687478),h:0,n:0,cr:0;
p:(0.410038,0.706652),h:0,n:0,cr:0;
p:(0.418385,0.70786),h:0,n:0,cr:0;
p:(0.399277,0.703499),h:0,n:0,cr:0;
p:(0.408758,0.695421),h:0,n:0,cr:0;
p:(0.308195,0.601173),h:0,n:0,cr:0;
p:(0.312038,0.60803),h:0,n:0,cr:0;
p:(0.301354,0.616624),h:0,n:0,cr:0;
p:(0.296425,0.617837),h:0,n:0,cr:0;
p:(0.278835,0.618339),h:0,n:0,cr:0;
p:(0.286394,0.622747),h:0,n:0,cr:0;
p:(0.275299,0.626425),h:0,n:0,cr:0;
p:(0.290131,0.63666),h:0,n:0,cr:0;
p:(0.331046,0.614102),h:0,n:0,cr:0;
p:(0.33371,0.617797),h:0,n:0,cr:0;
p:(0.323814,0.614309),h:0,n:0,cr:0;
p:(0.323429,0.604352),h:0,n:0,cr:0;
p:(0.297502,0.578871),h:0,n:0,cr:0;
p:(0.29428,0.585035),h:0,n:0,cr:0;
p:(0.292577,0.56025),h:0,n:0,cr:0;
p:(0.289862,0.598284),h:0,n:0,cr:0;
p:(0.288394,0.603906),h:0,n:0,cr:0;
p:(0.344964,0.591072),h:0,n:0,cr:0;
p:(0.341397,0.600809),h:0,n:0,cr:0;
p:(0.333177,0.588118),h:0,n:0,cr:0;
p:(0.33531,0.571219),h:0,n:0,cr:0;
p:(0.306283,0.663497),h:0,n:0,cr:0;
p:(0.303603,0.666201),h:0,n:0,cr:0;
p:(0.30485,0.655219),h:0,n:0,cr:0;
p:(0.317692,0.670804),h:0,n:0,cr:0;
p:(0.323556,0.679716),h:0,n:0,cr:0;
p:(0.331663,0.668286),h:0,n:0,cr:0;
p:(0.328924,0.669854),h:0,n:0,cr:0;
p:(0.343095,0.669489),h:0,n:0,cr:0;
p:(0.335438,0.648926),h:0,n:0,cr:0;
p:(0.33616,0.650062),h:0,n:0,cr:0;
p:(0.347549,0.649574),h:0,n:0,cr:0;
p:(0.318799,0.650528),h:0,n:0,cr:0;
p:(0.319038,0.660187),h:0,n:0,cr:0;
p:(0.30418,0.644775),h:0,n:0,cr:0;
p:(0.344291,0.682696),h:0,n:0,cr:0;
p:(0.337876,0.695628),h:0,n:0,cr:0;
p:(0.0574198,0.531658),h:0,n:0,cr:0;
p:(0.0613407,0.531991),h:0,n:0,cr:0;
p:(0.051506,0.534915),h:0,n:0,cr:0;
p:(0.0445427,0.536704),h:0,n:0,cr:0;
p:(0.0521491,0.517432),h:0,n:0,cr:0;
p:(0.0544111,0.522331),h:0,n:0,cr:0;
p:(0.0648803,0.566739),h:0,n:0,cr:0;
p:(0.0615229,0.573083),h:0,n:0,cr:0;
p:(0.0632653,0.559422),h:0,n:0,cr:0;
p:(0.0908697,0.554497),h:0,n:0,cr:0;
p:(0.0987265,0.559643),h:0,n:0,cr:0;
p:(0.0231138,0.538185),h:0,n:0,cr:0;
p:(0.0230552,0.539457),h:0,n:0,cr:0;
p:(0.0225949,0.532911),h:0,n:0,cr:0;
p:(0.0270433,0.543617),h:0,n:0,cr:0;
p:(0.0254964,0.560867),h:0,n:0,cr:0;
p:(0.0258181,0.573538),h:0,n:0,cr:0;
p:(0.00448841,0.559071),h:0,n:0,cr:0;
p:(0.0193061,0.589134),h:0,n:0,cr:0;
p:(0.0170316,0.602939),h:0,n:0,cr:0;
p:(0.103964,0.575529),h:0,n:0,cr:0;
p:(0.10247,0.576601),h:0,n:0,cr:0;
p:(0.105843,0.568732),h:0,n:0,cr:0;
p:(0.0892332,0.572458),h:0,n:0,cr:0;
p:(0.0954233,0.590865),h:0,n:0,cr:0;
p:(0.0902916,0.600933),h:0,n:0,cr:0;
p:(0.120229,0.596182),h:0,n:0,cr:0;
p:(0.117933,0.60289),h:0,n:0,cr:0;
p:(0.108403,0.605892),h:0,n:0,cr:0;
p:(0.104508,0.619226),h:0,n:0,cr:0;
p:(0.0744995,0.586777),h:0,n:0,cr:0;
p:(0.074601,0.586785),h:0,n:0,cr:0;
p:(0.0811943,0.610179),h:0,n:0,cr:0;
p:(0.0812771,0.623162),h:0,n:0,cr:0;
p:(0.0663463,0.616348),h:0,n:0,cr:0;
p:(0.0678819,0.625689),h:0,n:0,cr:0;
p:(0.0726005,0.635749),h:0,n:0,cr:0;
p:(0.0457813,0.623695),h:0,n:0,cr:0;
p:(0.0336168,0.625995),h:0,n:0,cr:0;
p:(0.0521678,0.644682),h:0,n:0,cr:0;
p:(0.0497581,0.64922),h:0,n:0,cr:0;
p:(0.04326,0.601246),h:0,n:0,cr:0;
p:(0.00171806,0.61636),h:0,n:0,cr:0;
p:(0.0214481,0.509117),h:0,n:0,cr:0;
p:(0.0122447,0.511247),h:0,n:0,cr:0;
p:(0.0343264,0.520218),h:0,n:0,cr:0;
p:(0.000226128,0.522611),h:0,n:0,cr:0;
p:(0.011227,0.523407),h:0,n:0,cr:0;
p:(0.00196125,0.489096),h:0,n:0,cr:0;
p:(0.0527835,0.435898),h:0,n:0,cr:0;
p:(0.05014,0.437254),h:0,n:0,cr:0;
p:(0.0599955,0.441452),h:0,n:0,cr:0;
p:(0.0603623,0.428667),h:0,n:0,cr:0;
p:(0.06077,0.421351),h:0,n:0,cr:0;
p:(0.07122,0.441043),h:0,n:0,cr:0;
p:(0.069565,0.445919),h:0,n:0,cr:0;
p:(0.0788941,0.450111),h:0,n:0,cr:0;
p:(0.0599473,0.461755),h:0,n:0,cr:0;
p:(0.0601884,0.464376),h:0,n:0,cr:0;
p:(0.0549559,0.396884),h:0,n:0,cr:0;
p:(0.0556249,0.400966),h:0,n:0,cr:0;
p:(0.0510298,0.407295),h:0,n:0,cr:0;
p:(0.0490326,0.41594),h:0,n:0,cr:0;
p:(0.0312059,0.411793),h:0,n:0,cr:0;
p:(0.0439632,0.451582),h:0,n:0,cr:0;
p:(0.0488419,0.451711),h:0,n:0,cr:0;
p:(0.0351589,0.458663),h:0,n:0,cr:0;
p:(0.026971,0.460148),h:0,n:0,cr:0;
p:(0.0558809,0.48036),h:0,n:0,cr:0;
p:(0.0619516,0.481819),h:0,n:0,cr:0;
p:(0.0500021,0.472021),h:0,n:0,cr:0;
p:(0.0333259,0.48378),h:0,n:0,cr:0;
p:(0.00863259,0.439917),h:0,n:0,cr:0;
p:(0.0146562,0.44145),h:0,n:0,cr:0;
p:(0.00290693,0.450705),h:0,n:0,cr:0;
p:(0.008351,0.464242),h:0,n:0,cr:0;
p:(0.834201,0.344955),h:0,n:0,cr:0;
p:(0.831767,0.345218),h:0,n:0,cr:0;
p:(0.828845,0.343929),h:0,n:0,cr:0;
p:(0.835532,0.337529),h:0,n:0,cr:0;
p:(0.832744,0.33924),h:0,n:0,cr:0;
p:(0.824117,0.337218),h:0,n:0,cr:0;
p:(0.849866,0.346082),h:0,n:0,cr:0;
p:(0.842219,0.35087),h:0,n:0,cr:0;
p:(0.863997,0.345135),h:0,n:0,cr:0;
p:(0.835338,0.357871),h:0,n:0,cr:0;
p:(0.847981,0.360523),h:0,n:0,cr:0;
p:(0.824499,0.375231),h:0,n:0,cr:0;
p:(0.825342,0.377727),h:0,n:0,cr:0;
p:(0.827391,0.380162),h:0,n:0,cr:0;
p:(0.846294,0.379996),h:0,n:0,cr:0;
p:(0.861711,0.381022),h:0,n:0,cr:0;
p:(0.839009,0.402825),h:0,n:0,cr:0;
p:(0.838368,0.402836),h:0,n:0,cr:0;
p:(0.837169,0.395294),h:0,n:0,cr:0;
p:(0.780758,0.355832),h:0,n:0,cr:0;
p:(0.779028,0.357779),h:0,n:0,cr:0;
p:(0.783643,0.357354),h:0,n:0,cr:0;
p:(0.777354,0.360497),h:0,n:0,cr:0;
p:(0.772469,0.352739),h:0,n:0,cr:0;
p:(0.788446,0.357135),h:0,n:0,cr:0;
p:(0.771298,0.34113),h:0,n:0,cr:0;
p:(0.800706,0.355671),h:0,n:0,cr:0;
p:(0.795618,0.363551),h:0,n:0,cr:0;
p:(0.792168,0.348237),h:0,n:0,cr:0;
p:(0.809336,0.346548),h:0,n:0,cr:0;
p:(0.815406,0.354042),h:0,n:0,cr:0;
p:(0.811896,0.309459),h:0,n:0,cr:0;
p:(0.816398,0.315954),h:0,n:0,cr:0;
p:(0.807564,0.316411),h:0,n:0,cr:0;
p:(0.830672,0.307405),h:0,n:0,cr:0;
p:(0.812735,0.333081),h:0,n:0,cr:0;
p:(0.808453,0.389053),h:0,n:0,cr:0;
p:(0.80766,0.39157),h:0,n:0,cr:0;
p:(0.817011,0.385025),h:0,n:0,cr:0;
p:(0.810838,0.398245),h:0,n:0,cr:0;
p:(0.794479,0.383788),h:0,n:0,cr:0;
p:(0.821439,0.396396),h:0,n:0,cr:0;
p:(0.821153,0.397868),h:0,n:0,cr:0;
p:(0.824731,0.398987),h:0,n:0,cr:0;
p:(0.807078,0.408024),h:0,n:0,cr:0;
p:(0.807744,0.415633),h:0,n:0,cr:0;
p:(0.847999,0.244042),h:0,n:0,cr:0;
p:(0.848841,0.246913),h:0,n:0,cr:0;
p:(0.83566,0.240787),h:0,n:0,cr:0;
p:(0.847934,0.261409),h:0,n:0,cr:0;
p:(0.81652,0.244536),h:0,n:0,cr:0;
p:(0.825938,0.252275),h:0,n:0,cr:0;
p:(0.812782,0.260092),h:0,n:0,cr:0;
p:(0.798148,0.277867),h:0,n:0,cr:0;
p:(0.864869,0.275895),h:0,n:0,cr:0;
p:(0.871541,0.27687),h:0,n:0,cr:0;
p:(0.858469,0.280285),h:0,n:0,cr:0;
p:(0.867782,0.28675),h:0,n:0,cr:0;
p:(0.865873,0.288626),h:0,n:0,cr:0;
p:(0.869613,0.264243),h:0,n:0,cr:0;
p:(0.839976,0.279127),h:0,n:0,cr:0;
p:(0.847973,0.288968),h:0,n:0,cr:0;
p:(0.757423,0.286256),h:0,n:0,cr:0;
p:(0.757011,0.287085),h:0,n:0,cr:0;
p:(0.752017,0.287293),h:0,n:0,cr:0;
p:(0.747351,0.288338),h:0,n:0,cr:0;
p:(0.743227,0.292414),h:0,n:0,cr:0;
p:(0.748278,0.29874),h:0,n:0,cr:0;
p:(0.735269,0.294392),h:0,n:0,cr:0;
p:(0.740557,0.278409),h:0,n:0,cr:0;
p:(0.758466,0.298597),h:0,n:0,cr:0;
p:(0.766369,0.300705),h:0,n:0,cr:0;
p:(0.77082,0.286743),h:0,n:0,cr:0;
p:(0.759459,0.263568),h:0,n:0,cr:0;
p:(0.766991,0.267401),h:0,n:0,cr:0;
p:(0.778566,0.254379),h:0,n:0,cr:0;
p:(0.797052,0.318935),h:0,n:0,cr:0;
p:(0.797066,0.321109),h:0,n:0,cr:0;
p:(0.799492,0.315333),h:0,n:0,cr:0;
p:(0.786005,0.32701),h:0,n:0,cr:0;
p:(0.788491,0.334271),h:0,n:0,cr:0;
p:(0.78025,0.313831),h:0,n:0,cr:0;
p:(0.770973,0.315097),h:0,n:0,cr:0;
p:(0.79144,0.299453),h:0,n:0,cr:0;
p:(0.756917,0.318169),h:0,n:0,cr:0;
p:(0.745419,0.325446),h:0,n:0,cr:0;
p:(0.721671,0.306353),h:0,n:0,cr:0;
p:(0.723826,0.311468),h:0,n:0,cr:0;
p:(0.705595,0.302449),h:0,n:0,cr:0;
p:(0.734928,0.316547),h:0,n:0,cr:0;
p:(0.725516,0.321636),h:0,n:0,cr:0;
p:(0.726557,0.276257),h:0,n:0,cr:0;
p:(0.72668,0.335873),h:0,n:0,cr:0;
p:(0.73027,0.337913),h:0,n:0,cr:0;
p:(0.734527,0.331477),h:0,n:0,cr:0;
p:(0.73055,0.353551),h:0,n:0,cr:0;
p:(0.746892,0.350074),h:0,n:0,cr:0;
p:(0.744985,0.352325),h:0,n:0,cr:0;
p:(0.243609,0.841184),h:0,n:0,cr:0;
