p:(0.460652,0.471639),h:3,n:3,cr:0.744007;
p:(0.672208,0.895204),h:0,n:0,cr:0;
p:(0.609188,0.925512),h:0,n:0,cr:0;
p:(0.604094,0.95207),h:0,n:0,cr:0;
p:(0.618285,0.929009),h:0,n:0,cr:0;
p:(0.636176,0.942207),h:0,n:0,cr:0;
p:(0.608,0.922673),h:0,n:0,cr:0;
p:(0.653429,0.912932),h:0,n:0,cr:0;
p:(0.648327,0.93151),h:0,n:0,cr:0;
p:(0.596765,0.925862),h:0,n:0,cr:0;
p:(0.631682,0.914121),h:0,n:0,cr:0;
p:(0.647874,0.937115),h:0,n:0,cr:0;
p:(0.636696,0.87717),h:0,n:0,cr:0;
p:(0.591733,0.943562),h:0,n:0,cr:0;
p:(0.59019,0.937749),h:0,n:0,cr:0;
p:(0.668695,0.905197),h:0,n:0,cr:0;
p:(0.596937,0.952947),h:0,n:0,cr:0;
p:(0.674837,0.897097),h:0,n:0,cr:0;
p:(0.618455,0.931736),h:0,n:0,cr:0;
p:(0.66794,0.903194),h:0,n:0,cr:0;
p:(0.628292,0.936508),h:0,n:0,cr:0;
p:(0.656564,0.967405),h:0,n:0,cr:0;
p:(0.657201,0.9953),h:0,n:0,cr:0;
p:(0.639009,0.965682),h:0,n:0,cr:0;
p:(0.718666,0.92454),h:0,n:0,cr:0;
p:(0.657643,0.947001),h:0,n:0,cr:0;
p:(0.600405,0.967694),h:0,n:0,cr:0;
p:(0.644512,0.98498),h:0,n:0,cr:0;
p:(0.668469,0.936754),h:0,n:0,cr:0;
p:(0.613807,0.990165),h:0,n:0,cr:0;
p:(0.712522,0.941311),h:0,n:0,cr:0;
p:(0.621694,0.964248),h:0,n:0,cr:0;
p:(0.714091,0.943315),h:0,n:0,cr:0;
p:(0.668175,0.934312),h:0,n:0,cr:0;
p:(0.651868,0.963527),h:0,n:0,cr:0;
p:(0.673135,0.940884),h:0,n:0,cr:0;
p:(0.672178,0.97504),h:0,n:0,cr:0;
p:(0.644413,0.96622),h:0,n:0,cr:0;
p:(0.666412,0.964255),h:0,n:0,cr:0;
p:(0.686661,0.984976),h:0,n:0,cr:0;
p:(0.681894,0.928585),h:0,n:0,cr:0;
p:(0.703671,0.946748),h:0,n:0,cr:0;
p:(0.669888,0.999033),h:0,n:0,cr:0;
p:(0.684368,0.983723),h:0,n:0,cr:0;
p:(0.716441,0.934091),h:0,n:0,cr:0;
p:(0.706577,0.919683),h:0,n:0,cr:0;
p:(0.692757,0.920652),h:0,n:0,cr:0;
p:(0.685888,0.931993),h:0,n:0,cr:0;
p:(0.711285,0.96282),h:0,n:0,cr:0;
p:(0.688422,0.963609),h:0,n:0,cr:0;
p:(0.662306,0.964638),h:0,n:0,cr:0;
p:(0.691984,0.966605),h:0,n:0,cr:0;
p:(0.614142,0.994475),h:0,n:0,cr:0;
p:(0.668401,0.962591),h:0,n:0,cr:0;
p:(0.668203,0.960562),h:0,n:0,cr:0;
p:(0.654053,0.992209),h:0,n:0,cr:0;
p:(0.698414,0.920424),h:0,n:0,cr:0;
p:(0.663812,0.975847),h:0,n:0,cr:0;
p:(0.632294,0.986032),h:0,n:0,cr:0;
p:(0.683072,0.97694),h:0,n:0,cr:0;
p:(0.67078,0.94309),h:0,n:0,cr:0;
p:(0.707252,0.946149),h:0,n:0,cr:0;
p:(0.645244,0.950237),h:0,n:0,cr:0;
p:(0.623269,0.981562),h:0,n:0,cr:0;
p:(0.692962,0.920056),h:0,n:0,cr:0;
p:(0.674626,0.984982),h:0,n:0,cr:0;
p:(0.68572,0.971139),h:0,n:0,cr:0;
p:(0.654783,0.955268),h:0,n:0,cr:0;
p:(0.690816,0.979654),h:0,n:0,cr:0;
p:(0.683505,0.993674),h:0,n:0,cr:0;
p:(0.655593,0.958033),h:0,n:0,cr:0;
p:(0.606121,0.989062),h:0,n:0,cr:0;
p:(0.649401,0.963889),h:0,n:0,cr:0;
p:(0.664249,0.999402),h:0,n:0,cr:0;
p:(0.62333,0.982395),h:0,n:0,cr:0;
p:(0.797798,0.732654),h:0,n:0,cr:0;
p:(0.828957,0.675654),h:0,n:0,cr:0;
p:(0.813904,0.753383),h:0,n:0,cr:0;
p:(0.805789,0.749719),h:0,n:0,cr:0;
p:(0.819374,0.638687),h:0,n:0,cr:0;
p:(0.832225,0.650421),h:0,n:0,cr:0;
p:(0.815162,0.65654),h:0,n:0,cr:0;
p:(0.805115,0.769599),h:0,n:0,cr:0;
p:(0.837833,0.67054),h:0,n:0,cr:0;
p:(0.847711,0.641626),h:0,n:0,cr:0;
p:(0.817132,0.698165),h:0,n:0,cr:0;
p:(0.846587,0.647567),h:0,n:0,cr:0;
p:(0.79724,0.730991),h:0,n:0,cr:0;
p:(0.836645,0.682968),h:0,n:0,cr:0;
p:(0.814096,0.743423),h:0,n:0,cr:0;
p:(0.835887,0.682699),h:0,n:0,cr:0;
p:(0.83015,0.630692),h:0,n:0,cr:0;
p:(0.831296,0.626282),h:0,n:0,cr:0;
p:(0.820529,0.651448),h:0,n:0,cr:0;
p:(0.804283,0.743572),h:0,n:0,cr:0;
p:(0.798891,0.72631),h:0,n:0,cr:0;
p:(0.792135,0.746355),h:0,n:0,cr:0;
p:(0.845426,0.653382),h:0,n:0,cr:0;
p:(0.824261,0.704911),h:0,n:0,cr:0;
p:(0.798174,0.722431),h:0,n:0,cr:0;
p:(0.837006,0.640001),h:0,n:0,cr:0;
p:(0.81686,0.728048),h:0,n:0,cr:0;
p:(0.825729,0.696451),h:0,n:0,cr:0;
p:(0.834894,0.634531),h:0,n:0,cr:0;
p:(0.81083,0.731064),h:0,n:0,cr:0;
p:(0.806871,0.711848),h:0,n:0,cr:0;
p:(0.807721,0.688969),h:0,n:0,cr:0;
p:(0.838029,0.624486),h:0,n:0,cr:0;
p:(0.833622,0.630186),h:0,n:0,cr:0;
p:(0.819191,0.708921),h:0,n:0,cr:0;
p:(0.845005,0.625596),h:0,n:0,cr:0;
p:(0.782262,0.719462),h:0,n:0,cr:0;
p:(0.801897,0.677812),h:0,n:0,cr:0;
p:(0.780224,0.766448),h:0,n:0,cr:0;
p:(0.785932,0.684677),h:0,n:0,cr:0;
p:(0.803227,0.67256),h:0,n:0,cr:0;
p:(0.793753,0.690502),h:0,n:0,cr:0;
p:(0.785346,0.676628),h:0,n:0,cr:0;
p:(0.796788,0.703416),h:0,n:0,cr:0;
p:(0.78303,0.732138),h:0,n:0,cr:0;
p:(0.755693,0.753379),h:0,n:0,cr:0;
p:(0.774357,0.751912),h:0,n:0,cr:0;
p:(0.782533,0.664243),h:0,n:0,cr:0;
p:(0.789217,0.644457),h:0,n:0,cr:0;
p:(0.774826,0.696918),h:0,n:0,cr:0;
p:(0.800425,0.662784),h:0,n:0,cr:0;
p:(0.784108,0.646415),h:0,n:0,cr:0;
p:(0.786976,0.681039),h:0,n:0,cr:0;
p:(0.786841,0.65754),h:0,n:0,cr:0;
p:(0.77212,0.760035),h:0,n:0,cr:0;
p:(0.799568,0.62094),h:0,n:0,cr:0;
p:(0.777153,0.703197),h:0,n:0,cr:0;
p:(0.805508,0.677023),h:0,n:0,cr:0;
p:(0.781877,0.734961),h:0,n:0,cr:0;
p:(0.769596,0.690407),h:0,n:0,cr:0;
p:(0.796222,0.643381),h:0,n:0,cr:0;
p:(0.775411,0.74815),h:0,n:0,cr:0;
p:(0.773956,0.742305),h:0,n:0,cr:0;
p:(0.77965,0.686262),h:0,n:0,cr:0;
p:(0.794851,0.64938),h:0,n:0,cr:0;
p:(0.797388,0.658348),h:0,n:0,cr:0;
p:(0.791549,0.735809),h:0,n:0,cr:0;
p:(0.7856,0.675054),h:0,n:0,cr:0;
p:(0.796956,0.630763),h:0,n:0,cr:0;
p:(0.787087,0.690961),h:0,n:0,cr:0;
p:(0.799905,0.650057),h:0,n:0,cr:0;
p:(0.782515,0.671332),h:0,n:0,cr:0;
p:(0.781801,0.711681),h:0,n:0,cr:0;
p:(0.813055,0.642336),h:0,n:0,cr:0;
p:(0.810769,0.635109),h:0,n:0,cr:0;
p:(0.7767,0.729608),h:0,n:0,cr:0;
p:(0.791896,0.689376),h:0,n:0,cr:0;
p:(0.780627,0.733418),h:0,n:0,cr:0;
p:(0.789766,0.658217),h:0,n:0,cr:0;
p:(0.764871,0.699075),h:0,n:0,cr:0;
p:(0.72936,0.638654),h:0,n:0,cr:0;
p:(0.778391,0.622791),h:0,n:0,cr:0;
p:(0.728638,0.711434),h:0,n:0,cr:0;
p:(0.742903,0.727776),h:0,n:0,cr:0;
p:(0.730928,0.652588),h:0,n:0,cr:0;
p:(0.762171,0.690731),h:0,n:0,cr:0;
p:(0.756264,0.693311),h:0,n:0,cr:0;
p:(0.726187,0.637733),h:0,n:0,cr:0;
p:(0.716091,0.660966),h:0,n:0,cr:0;
p:(0.750027,0.669918),h:0,n:0,cr:0;
p:(0.749457,0.686988),h:0,n:0,cr:0;
p:(0.760223,0.696513),h:0,n:0,cr:0;
p:(0.720587,0.688542),h:0,n:0,cr:0;
p:(0.758651,0.676745),h:0,n:0,cr:0;
p:(0.742122,0.71549),h:0,n:0,cr:0;
p:(0.770003,0.639313),h:0,n:0,cr:0;
p:(0.738345,0.694238),h:0,n:0,cr:0;
p:(0.736634,0.697562),h:0,n:0,cr:0;
p:(0.777266,0.63734),h:0,n:0,cr:0;
p:(0.733722,0.672372),h:0,n:0,cr:0;
p:(0.731694,0.744429),h:0,n:0,cr:0;
p:(0.710148,0.641419),h:0,n:0,cr:0;
p:(0.75094,0.64955),h:0,n:0,cr:0;
p:(0.737537,0.683315),h:0,n:0,cr:0;
p:(0.745231,0.651043),h:0,n:0,cr:0;
p:(0.758119,0.69799),h:0,n:0,cr:0;
p:(0.735892,0.692038),h:0,n:0,cr:0;
p:(0.762478,0.696565),h:0,n:0,cr:0;
p:(0.751601,0.730878),h:0,n:0,cr:0;
p:(0.761884,0.645857),h:0,n:0,cr:0;
p:(0.714501,0.647647),h:0,n:0,cr:0;
p:(0.757062,0.729665),h:0,n:0,cr:0;
p:(0.757308,0.730422),h:0,n:0,cr:0;
p:(0.761553,0.69079),h:0,n:0,cr:0;
p:(0.728148,0.66157),h:0,n:0,cr:0;
p:(0.757595,0.689758),h:0,n:0,cr:0;
p:(0.748492,0.701604),h:0,n:0,cr:0;
p:(0.731527,0.740724),h:0,n:0,cr:0;
p:(0.73998,0.635298),h:0,n:0,cr:0;
p:(0.779806,0.641616),h:0,n:0,cr:0;
p:(0.753285,0.742955),h:0,n:0,cr:0;
p:(0.738973,0.694039),h:0,n:0,cr:0;
p:(0.740685,0.670941),h:0,n:0,cr:0;
p:(0.741801,0.70874),h:0,n:0,cr:0;
p:(0.747809,0.62891),h:0,n:0,cr:0;
p:(0.714432,0.635204),h:0,n:0,cr:0;
p:(0.755945,0.599707),h:0,n:0,cr:0;
p:(0.727276,0.615894),h:0,n:0,cr:0;
p:(0.759771,0.609356),h:0,n:0,cr:0;
p:(0.742443,0.62407),h:0,n:0,cr:0;
p:(0.788066,0.609187),h:0,n:0,cr:0;
p:(0.733973,0.623118),h:0,n:0,cr:0;
p:(0.712717,0.631307),h:0,n:0,cr:0;
p:(0.765666,0.624059),h:0,n:0,cr:0;
p:(0.739959,0.630239),h:0,n:0,cr:0;
p:(0.718593,0.624206),h:0,n:0,cr:0;
p:(0.713889,0.636953),h:0,n:0,cr:0;
p:(0.770086,0.619352),h:0,n:0,cr:0;
p:(0.743324,0.629089),h:0,n:0,cr:0;
p:(0.763686,0.59891),h:0,n:0,cr:0;
p:(0.979434,0.743811),h:0,n:0,cr:0;
p:(0.939129,0.799646),h:0,n:0,cr:0;
p:(0.981109,0.845273),h:0,n:0,cr:0;
p:(0.959716,0.775058),h:0,n:0,cr:0;
p:(0.939649,0.788265),h:0,n:0,cr:0;
p:(0.999241,0.756143),h:0,n:0,cr:0;
p:(0.95207,0.75959),h:0,n:0,cr:0;
p:(0.997052,0.748551),h:0,n:0,cr:0;
p:(0.943652,0.772644),h:0,n:0,cr:0;
p:(0.978167,0.806693),h:0,n:0,cr:0;
p:(0.970417,0.737725),h:0,n:0,cr:0;
p:(0.993547,0.7269),h:0,n:0,cr:0;
p:(0.988382,0.7396),h:0,n:0,cr:0;
p:(0.979666,0.787003),h:0,n:0,cr:0;
p:(0.988972,0.855051),h:0,n:0,cr:0;
p:(0.995299,0.736162),h:0,n:0,cr:0;
p:(0.957394,0.794745),h:0,n:0,cr:0;
p:(0.979094,0.818041),h:0,n:0,cr:0;
p:(0.96484,0.81451),h:0,n:0,cr:0;
p:(0.950373,0.811199),h:0,n:0,cr:0;
p:(0.99057,0.734549),h:0,n:0,cr:0;
p:(0.995275,0.840567),h:0,n:0,cr:0;
p:(0.974829,0.85275),h:0,n:0,cr:0;
p:(0.959525,0.779124),h:0,n:0,cr:0;
p:(0.980849,0.829038),h:0,n:0,cr:0;
p:(0.983414,0.825177),h:0,n:0,cr:0;
p:(0.964863,0.824967),h:0,n:0,cr:0;
p:(0.965502,0.740854),h:0,n:0,cr:0;
p:(0.97389,0.826097),h:0,n:0,cr:0;
p:(0.938041,0.763377),h:0,n:0,cr:0;
p:(0.999442,0.760797),h:0,n:0,cr:0;
p:(0.988924,0.736008),h:0,n:0,cr:0;
p:(0.986981,0.831531),h:0,n:0,cr:0;
p:(0.99766,0.795132),h:0,n:0,cr:0;
p:(0.960741,0.73956),h:0,n:0,cr:0;
p:(0.996866,0.783406),h:0,n:0,cr:0;
p:(0.937972,0.80101),h:0,n:0,cr:0;
p:(0.936196,0.785222),h:0,n:0,cr:0;
p:(0.945407,0.798878),h:0,n:0,cr:0;
p:(0.996452,0.809315),h:0,n:0,cr:0;
p:(0.922388,0.768617),h:0,n:0,cr:0;
p:(0.959769,0.740645),h:0,n:0,cr:0;
p:(0.99885,0.856219),h:0,n:0,cr:0;
p:(0.986604,0.828447),h:0,n:0,cr:0;
p:(0.993708,0.721411),h:0,n:0,cr:0;
p:(0.94656,0.767071),h:0,n:0,cr:0;
p:(0.99575,0.721537),h:0,n:0,cr:0;
p:(0.953582,0.826376),h:0,n:0,cr:0;
p:(0.994847,0.811129),h:0,n:0,cr:0;
p:(0.989147,0.788049),h:0,n:0,cr:0;
p:(0.991455,0.720401),h:0,n:0,cr:0;
p:(0.9961,0.795141),h:0,n:0,cr:0;
p:(0.994624,0.831346),h:0,n:0,cr:0;
p:(0.986989,0.773321),h:0,n:0,cr:0;
p:(0.95137,0.801577),h:0,n:0,cr:0;
p:(0.971921,0.829715),h:0,n:0,cr:0;
p:(0.985796,0.780698),h:0,n:0,cr:0;
p:(0.953371,0.768032),h:0,n:0,cr:0;
p:(0.971559,0.786231),h:0,n:0,cr:0;
p:(0.991036,0.778263),h:0,n:0,cr:0;
p:(0.974736,0.793213),h:0,n:0,cr:0;
p:(0.985984,0.767849),h:0,n:0,cr:0;
p:(0.947822,0.75162),h:0,n:0,cr:0;
p:(0.993901,0.784987),h:0,n:0,cr:0;
p:(0.988984,0.742423),h:0,n:0,cr:0;
p:(0.944161,0.787189),h:0,n:0,cr:0;
p:(0.996665,0.819037),h:0,n:0,cr:0;
p:(0.998866,0.893943),h:0,n:0,cr:0;
p:(0.970417,0.788158),h:0,n:0,cr:0;
p:(0.918562,0.77394),h:0,n:0,cr:0;
p:(0.96408,0.744113),h:0,n:0,cr:0;
p:(0.961614,0.819156),h:0,n:0,cr:0;
p:(0.576971,0.877614),h:0,n:0,cr:0;
p:(0.52683,0.848),h:0,n:0,cr:0;
p:(0.601827,0.835533),h:0,n:0,cr:0;
p:(0.580048,0.843894),h:0,n:0,cr:0;
p:(0.611093,0.839868),h:0,n:0,cr:0;
p:(0.573077,0.845633),h:0,n:0,cr:0;
p:(0.567302,0.893259),h:0,n:0,cr:0;
p:(0.558287,0.889154),h:0,n:0,cr:0;
p:(0.5599,0.883004),h:0,n:0,cr:0;
p:(0.596504,0.833182),h:0,n:0,cr:0;
p:(0.602314,0.84039),h:0,n:0,cr:0;
p:(0.619777,0.8529),h:0,n:0,cr:0;
p:(0.617563,0.824444),h:0,n:0,cr:0;
p:(0.603867,0.839388),h:0,n:0,cr:0;
p:(0.516395,0.85491),h:0,n:0,cr:0;
p:(0.590431,0.838098),h:0,n:0,cr:0;
p:(0.595083,0.833354),h:0,n:0,cr:0;
p:(0.565848,0.89755),h:0,n:0,cr:0;
p:(0.498349,0.871212),h:0,n:0,cr:0;
p:(0.613192,0.831697),h:0,n:0,cr:0;
p:(0.559866,0.838147),h:0,n:0,cr:0;
p:(0.538219,0.854547),h:0,n:0,cr:0;
p:(0.536597,0.849705),h:0,n:0,cr:0;
p:(0.615062,0.835268),h:0,n:0,cr:0;
p:(0.530507,0.873216),h:0,n:0,cr:0;
p:(0.544183,0.88808),h:0,n:0,cr:0;
p:(0.539694,0.892477),h:0,n:0,cr:0;
p:(0.565764,0.884526),h:0,n:0,cr:0;
p:(0.590739,0.872274),h:0,n:0,cr:0;
p:(0.581546,0.850609),h:0,n:0,cr:0;
p:(0.587025,0.835697),h:0,n:0,cr:0;
p:(0.561585,0.832543),h:0,n:0,cr:0;
p:(0.588145,0.871931),h:0,n:0,cr:0;
p:(0.551648,0.885057),h:0,n:0,cr:0;
p:(0.589731,0.887691),h:0,n:0,cr:0;
p:(0.602575,0.827142),h:0,n:0,cr:0;
p:(0.592895,0.850403),h:0,n:0,cr:0;
p:(0.590809,0.856582),h:0,n:0,cr:0;
p:(0.57355,0.853345),h:0,n:0,cr:0;
p:(0.521936,0.849891),h:0,n:0,cr:0;
p:(0.54719,0.895792),h:0,n:0,cr:0;
p:(0.592151,0.855693),h:0,n:0,cr:0;
p:(0.508747,0.886577),h:0,n:0,cr:0;
p:(0.514079,0.858811),h:0,n:0,cr:0;
p:(0.594489,0.87004),h:0,n:0,cr:0;
p:(0.604535,0.861478),h:0,n:0,cr:0;
p:(0.533083,0.866701),h:0,n:0,cr:0;
p:(0.561446,0.847291),h:0,n:0,cr:0;
p:(0.568627,0.866794),h:0,n:0,cr:0;
p:(0.566159,0.881665),h:0,n:0,cr:0;
p:(0.615551,0.853517),h:0,n:0,cr:0;
p:(0.568764,0.891627),h:0,n:0,cr:0;
p:(0.565979,0.874585),h:0,n:0,cr:0;
p:(0.585717,0.861474),h:0,n:0,cr:0;
p:(0.506295,0.874531),h:0,n:0,cr:0;
p:(0.566992,0.858586),h:0,n:0,cr:0;
p:(0.612836,0.829125),h:0,n:0,cr:0;
p:(0.613405,0.846846),h:0,n:0,cr:0;
p:(0.581416,0.863863),h:0,n:0,cr:0;
p:(0.609591,0.869563),h:0,n:0,cr:0;
p:(0.512235,0.859853),h:0,n:0,cr:0;
p:(0.570478,0.833517),h:0,n:0,cr:0;
p:(0.556219,0.887521),h:0,n:0,cr:0;
p:(0.590745,0.837905),h:0,n:0,cr:0;
p:(0.57903,0.851414),h:0,n:0,cr:0;
p:(0.496904,0.871495),h:0,n:0,cr:0;
p:(0.575998,0.853309),h:0,n:0,cr:0;
p:(0.928,0.459365),h:0,n:0,cr:0;
p:(0.922658,0.499278),h:0,n:0,cr:0;
p:(0.905096,0.51512),h:0,n:0,cr:0;
p:(0.924018,0.467823),h:0,n:0,cr:0;
p:(0.943459,0.48283),h:0,n:0,cr:0;
p:(0.943601,0.522588),h:0,n:0,cr:0;
p:(0.942739,0.486873),h:0,n:0,cr:0;
p:(0.971058,0.550689),h:0,n:0,cr:0;
p:(0.950798,0.548708),h:0,n:0,cr:0;
p:(0.962125,0.548048),h:0,n:0,cr:0;
p:(0.898709,0.489298),h:0,n:0,cr:0;
p:(0.954368,0.552387),h:0,n:0,cr:0;
p:(0.919176,0.451175),h:0,n:0,cr:0;
p:(0.922505,0.496818),h:0,n:0,cr:0;
p:(0.909692,0.496782),h:0,n:0,cr:0;
p:(0.94379,0.490257),h:0,n:0,cr:0;
p:(0.958467,0.517009),h:0,n:0,cr:0;
p:(0.923186,0.536572),h:0,n:0,cr:0;
p:(0.952476,0.514697),h:0,n:0,cr:0;
p:(0.927831,0.451184),h:0,n:0,cr:0;
p:(0.912211,0.454654),h:0,n:0,cr:0;
p:(0.935933,0.454446),h:0,n:0,cr:0;
p:(0.960565,0.519883),h:0,n:0,cr:0;
p:(0.92041,0.489842),h:0,n:0,cr:0;
p:(0.922718,0.517805),h:0,n:0,cr:0;
p:(0.935706,0.508288),h:0,n:0,cr:0;
p:(0.939506,0.494777),h:0,n:0,cr:0;
p:(0.926361,0.440051),h:0,n:0,cr:0;
p:(0.907902,0.435575),h:0,n:0,cr:0;
p:(0.922685,0.464934),h:0,n:0,cr:0;
p:(0.905422,0.491318),h:0,n:0,cr:0;
p:(0.923859,0.534723),h:0,n:0,cr:0;
p:(0.960167,0.54357),h:0,n:0,cr:0;
p:(0.900316,0.480279),h:0,n:0,cr:0;
p:(0.908121,0.44614),h:0,n:0,cr:0;
p:(0.914679,0.45246),h:0,n:0,cr:0;
p:(0.928781,0.440465),h:0,n:0,cr:0;
p:(0.949804,0.561424),h:0,n:0,cr:0;
p:(0.95154,0.529767),h:0,n:0,cr:0;
p:(0.913735,0.448107),h:0,n:0,cr:0;
p:(0.888411,0.500594),h:0,n:0,cr:0;
p:(0.960303,0.531937),h:0,n:0,cr:0;
p:(0.909248,0.499064),h:0,n:0,cr:0;
p:(0.944318,0.450918),h:0,n:0,cr:0;
p:(0.94982,0.466169),h:0,n:0,cr:0;
p:(0.989483,0.533253),h:0,n:0,cr:0;
p:(0.973147,0.519048),h:0,n:0,cr:0;
p:(0.99311,0.473841),h:0,n:0,cr:0;
p:(0.976798,0.455442),h:0,n:0,cr:0;
p:(0.988351,0.514525),h:0,n:0,cr:0;
p:(0.951267,0.445079),h:0,n:0,cr:0;
p:(0.989134,0.528705),h:0,n:0,cr:0;
p:(0.99109,0.486648),h:0,n:0,cr:0;
p:(0.972194,0.477862),h:0,n:0,cr:0;
p:(0.984264,0.537536),h:0,n:0,cr:0;
p:(0.942388,0.446662),h:0,n:0,cr:0;
p:(0.950873,0.472796),h:0,n:0,cr:0;
p:(0.961843,0.474651),h:0,n:0,cr:0;
p:(0.984386,0.517026),h:0,n:0,cr:0;
p:(0.979537,0.501846),h:0,n:0,cr:0;
p:(0.97878,0.512422),h:0,n:0,cr:0;
p:(0.972206,0.482785),h:0,n:0,cr:0;
p:(0.969589,0.485505),h:0,n:0,cr:0;
p:(0.964415,0.499476),h:0,n:0,cr:0;
p:(0.984954,0.501904),h:0,n:0,cr:0;
p:(0.997478,0.48586),h:0,n:0,cr:0;
p:(0.986461,0.493969),h:0,n:0,cr:0;
p:(0.987172,0.503114),h:0,n:0,cr:0;
p:(0.962517,0.449675),h:0,n:0,cr:0;
p:(0.990709,0.512848),h:0,n:0,cr:0;
p:(0.976328,0.490998),h:0,n:0,cr:0;
p:(0.993173,0.472332),h:0,n:0,cr:0;
p:(0.990448,0.525585),h:0,n:0,cr:0;
p:(0.951715,0.466613),h:0,n:0,cr:0;
p:(0.994658,0.544574),h:0,n:0,cr:0;
p:(0.970243,0.491259),h:0,n:0,cr:0;
p:(0.995612,0.479053),h:0,n:0,cr:0;
p:(0.999162,0.552872),h:0,n:0,cr:0;
p:(0.997272,0.522996),h:0,n:0,cr:0;
p:(0.996239,0.4585),h:0,n:0,cr:0;
p:(0.965101,0.527164),h:0,n:0,cr:0;
p:(0.971988,0.528877),h:0,n:0,cr:0;
p:(0.963535,0.450812),h:0,n:0,cr:0;
p:(0.973004,0.523821),h:0,n:0,cr:0;
p:(0.990296,0.481414),h:0,n:0,cr:0;
p:(0.960798,0.468855),h:0,n:0,cr:0;
p:(0.972156,0.538111),h:0,n:0,cr:0;
p:(0.947609,0.461791),h:0,n:0,cr:0;
p:(0.946622,0.44384),h:0,n:0,cr:0;
p:(0.838134,0.724252),h:0,n:0,cr:0;
p:(0.865535,0.721006),h:0,n:0,cr:0;
p:(0.899086,0.767014),h:0,n:0,cr:0;
p:(0.899431,0.747638),h:0,n:0,cr:0;
p:(0.844281,0.735311),h:0,n:0,cr:0;
p:(0.892318,0.728903),h:0,n:0,cr:0;
p:(0.886736,0.735307),h:0,n:0,cr:0;
p:(0.83011,0.761029),h:0,n:0,cr:0;
p:(0.894711,0.726169),h:0,n:0,cr:0;
p:(0.819788,0.742802),h:0,n:0,cr:0;
p:(0.868474,0.718831),h:0,n:0,cr:0;
p:(0.896055,0.744207),h:0,n:0,cr:0;
p:(0.896971,0.752861),h:0,n:0,cr:0;
p:(0.830184,0.745415),h:0,n:0,cr:0;
p:(0.841657,0.766387),h:0,n:0,cr:0;
p:(0.855968,0.761661),h:0,n:0,cr:0;
p:(0.878644,0.744372),h:0,n:0,cr:0;
p:(0.873217,0.757655),h:0,n:0,cr:0;
p:(0.871003,0.769619),h:0,n:0,cr:0;
p:(0.833725,0.751422),h:0,n:0,cr:0;
p:(0.812529,0.77277),h:0,n:0,cr:0;
p:(0.876984,0.746662),h:0,n:0,cr:0;
p:(0.90975,0.737588),h:0,n:0,cr:0;
p:(0.831899,0.759935),h:0,n:0,cr:0;
p:(0.863332,0.721922),h:0,n:0,cr:0;
p:(0.918197,0.746112),h:0,n:0,cr:0;
p:(0.890937,0.769587),h:0,n:0,cr:0;
p:(0.826037,0.766364),h:0,n:0,cr:0;
p:(0.83659,0.718887),h:0,n:0,cr:0;
p:(0.847626,0.726524),h:0,n:0,cr:0;
p:(0.880922,0.729285),h:0,n:0,cr:0;
p:(0.832228,0.708201),h:0,n:0,cr:0;
p:(0.886905,0.751044),h:0,n:0,cr:0;
p:(0.865219,0.738101),h:0,n:0,cr:0;
p:(0.928246,0.752551),h:0,n:0,cr:0;
p:(0.913155,0.768427),h:0,n:0,cr:0;
p:(0.868177,0.769481),h:0,n:0,cr:0;
p:(0.865005,0.741122),h:0,n:0,cr:0;
p:(0.82808,0.735303),h:0,n:0,cr:0;
p:(0.877068,0.719195),h:0,n:0,cr:0;
p:(0.826385,0.776705),h:0,n:0,cr:0;
p:(0.860595,0.713278),h:0,n:0,cr:0;
p:(0.869258,0.732846),h:0,n:0,cr:0;
p:(0.847649,0.729928),h:0,n:0,cr:0;
p:(0.879591,0.736203),h:0,n:0,cr:0;
p:(0.815417,0.770875),h:0,n:0,cr:0;
p:(0.823809,0.749232),h:0,n:0,cr:0;
p:(0.826819,0.76356),h:0,n:0,cr:0;
p:(0.875081,0.737582),h:0,n:0,cr:0;
p:(0.82273,0.738913),h:0,n:0,cr:0;
p:(0.832222,0.760616),h:0,n:0,cr:0;
p:(0.889288,0.738464),h:0,n:0,cr:0;
p:(0.895246,0.727831),h:0,n:0,cr:0;
p:(0.842827,0.724309),h:0,n:0,cr:0;
p:(0.931365,0.750605),h:0,n:0,cr:0;
p:(0.850211,0.77677),h:0,n:0,cr:0;
p:(0.932281,0.751741),h:0,n:0,cr:0;
p:(0.847127,0.731565),h:0,n:0,cr:0;
p:(0.93081,0.720952),h:0,n:0,cr:0;
p:(0.920914,0.684757),h:0,n:0,cr:0;
p:(0.986467,0.707909),h:0,n:0,cr:0;
p:(0.873021,0.664414),h:0,n:0,cr:0;
p:(0.958957,0.736747),h:0,n:0,cr:0;
p:(0.881232,0.67485),h:0,n:0,cr:0;
p:(0.892324,0.711906),h:0,n:0,cr:0;
p:(0.919481,0.699344),h:0,n:0,cr:0;
p:(0.969308,0.699603),h:0,n:0,cr:0;
p:(0.851786,0.683453),h:0,n:0,cr:0;
p:(0.896026,0.669759),h:0,n:0,cr:0;
p:(0.925819,0.723902),h:0,n:0,cr:0;
p:(0.843312,0.666005),h:0,n:0,cr:0;
p:(0.933311,0.71717),h:0,n:0,cr:0;
p:(0.914678,0.69673),h:0,n:0,cr:0;
p:(0.95162,0.704757),h:0,n:0,cr:0;
p:(0.878417,0.687377),h:0,n:0,cr:0;
